UBE2Q2	FBXO22
UBE2U	ROR1
UBXN1	C11orf48
UBXN8	PPP2CB
UFC1	DEDD
UFD1L	AC000068.5
UFM1	LINC00571
UGCG	DNAJC25-GNG10
UGCG	GNG10
UNC45B	CRKL
UNCX	AC073094.4
UNK	RP13-492C18.2
UQCRC1	SLC26A6
UQCRQ	LEAP2
URB1	MIS18A-AS1
URGCP	MRPS24
USE1	MYO9B
USP35	GAB2
USP49	MED20
USP54	MAP4K5
USP6NL	CLDN11
USP9YP14	OFD1P7Y
USP9Y	TTTY15
UTP18	CSNK1D
UTY	DPPA2P1
VAMP1	CD27-AS1
VAMP8	VAMP5
VAV3	PID1
VAX2	AC007040.5
VAX2	ATP6V1B1
VDAC1P12	RFC3
VIPAS39	NOXRED1
VN1R108P	RP13-401N8.1
VPS13C	C2CD4A
VPS28	TONSL
VPS36	THSD1
VPS37A	MTMR7
VPS45	PLEKHO1
VPS53	TSGA13
VTI1A	RP11-57H14.4
VWA3B	AC092675.3
WAPAL	ERMN
WBSCR16	GATSL2
WDFY1	AP1S3
WDFY1	MRPL44
WDFY2	DHRS12
WDPCP	RP11-574H13.2
WDPCP	UGP2
WDR11-AS1	WDR11
WDR1	RP11-448G15.3
WDR37	IDI1
WDR52	SPICE1
WDR55	LRRC37A
WDR55	LRRC37A2
WDR55	LRRC37A3
WDR60	TMCO2
WDR61	DNAJA4
WDR62	BX004987.4
WDR62	MAFIPL
WDR72	FSIP2
WDR89	U3
WDR91	C7orf49
WDSUB1	TANC1
WHAMM	CTD-3092A11.1
WHAMMP2	CTD-3092A11.1
WHAMMP3	RP11-632K20.7
WHAMMP3	WHAMM
WI2-1896O14.1	AL592284.2
WI2-1896O14.1	LINC00623
WI2-1896O14.1	RP11-277L2.2
WI2-1896O14.1	RP11-495P10.2
WNT1	U6
WNT8B	SEC31B
WRB	SH3BGR
WSB2	RFC5
WTAPP1	RP11-690D19.3
WTIP	UBA2
WWTR1	COMMD2
XKR4	RP11-628E19.3
XPA	NCBP1
XPO1	USP34
XPO7	NPM2
XPR1	STX6
XRCC1	PINLYP
XX-2136C48.2	XX-2136C111.2
XXbac-BPG154L12.4	HCG23
XXbac-BPG181M17.5	HLA-DMB
XXbac-BPG55C20.6	GUSBP2
XXbac-BPG55C20.6	RP11-457M11.5
XXbac-BPG55C20.6	RP11-823P9.1
XXyac-YR14BB7.1	C10orf43
XXyac-YX155B6.6	HYDIN
XYLB	ACVR2B-AS1
YARS2	DNM1L
YBEY	C21orf58
YEATS4	Metazoa_SRP
YIPF4	BIRC6
Y_RNA	AC007405.7
Y_RNA	AC079584.2
Y_RNA	AC091878.1
Y_RNA	ANXA3
Y_RNA	CXorf23
Y_RNA	DNM3
Y_RNA	LINC00263
Y_RNA	MTCH2
Y_RNA	PAQR7
Y_RNA	RANP4
Y_RNA	RP11-10L7.1
Y_RNA	RP11-1114A5.5
YWHAZP3	MSRB2
Z83851.1	TCF20
Z97634.5	NME4
ZADH2	RN7SL1
ZBED4	ALG12
ZBTB11	RPL24
ZBTB25	MTHFD1
ZC3H12B	TLE1P1
ZCCHC17	FABP3
ZDHHC11	TPPP
ZDHHC1	RP11-297D21.3
ZDHHC6	ACSL5
ZEB1-AS1	ZEB1
ZEB2P1	RP11-446J8.1
ZER1	TBC1D13
ZFAND2A	METTL21A
ZFP36	MIR4530
ZFP37	UBR4
ZFP90	RP11-615I2.1
ZHX3	DCAF17
ZMAT2	HARS2
ZMYM5	PSPC1
ZNF124	GPI
ZNF124	PUS3
ZNF124	UBE2Q2P1
ZNF138	SEPHS1P1
ZNF18	DNAH9
ZNF208	CTD-2291D10.2
ZNF238	RP11-278H7.1
ZNF248	RP11-258F22.1
ZNF257	RP11-488L18.4
ZNF259P1	LINC00222
ZNF264	AURKC
ZNF264	PCGF5
ZNF26	RP11-386I8.6
ZNF296	CTB-179K24.4
ZNF296	GEMIN7
ZNF316	AC073343.13
ZNF318	RP11-480N24.4
ZNF334	ZNF334
ZNF337	RP4-694B14.5
ZNF337	VN1R108P
ZNF346	FGFR4
ZNF37A	RP11-508N22.9
ZNF391	ZNF204P
ZNF43	ZNF117
ZNF451	BAG2
ZNF487P	RP11-517P14.7
ZNF498	CYP3A5
ZNF510	RP11-535M15.1
ZNF526	DEDD2
ZNF530	ZNF134
ZNF536	AC005597.1
ZNF548	ZNF17
ZNF562	CTD-3116E22.4
ZNF567	AC074138.3
ZNF572	SQLE
ZNF574	GRIK5
ZNF586	ZNF417
ZNF586	ZNF552
ZNF587	ZNF586
ZNF594	USP6
ZNF595	RP11-241F15.3
ZNF596	AC016629.2
ZNF596	AP006222.2
ZNF596	RPL23AP53
ZNF600	ZNF578
ZNF606	C19orf18
ZNF611	ZNF600
ZNF613	ZNF350
ZNF628	NAT14
ZNF629	RNF40
ZNF638	RAB3IP
ZNF652	C14orf23
ZNF652	SNHG5
ZNF674-AS1	CHST7
ZNF675	RP11-359H18.1
ZNF680	RP11-321E8.2-001
ZNF700	ZNF439
ZNF701	ZNF137P
ZNF702P	ZNF160
ZNF705B	RP11-849H4.2
ZNF705D	RP11-849H4.2
ZNF705G	RP11-849H4.2
ZNF708	ZNF117
ZNF709	CTD-3105H18.7
ZNF714	ZNF431
ZNF716	RP11-488L18.4
ZNF717	BX004987.4
ZNF720	KIAA0664L3
ZNF724P	PI16
ZNF724P	RP11-488L18.4
ZNF724P	RP11-488L18.8
ZNF726	AC109486.1
ZNF736	TRIM60P18
ZNF738	AC010615.1
ZNF761	AC010487.1
ZNF765	AC010487.1
ZNF765	ZNF761
ZNF772	VN1R1
ZNF774	AC091167.3
ZNF776	ZNF551
ZNF776	ZNF586
ZNF77	AC006277.2
ZNF782	RP11-330M2.7
ZNF782	ZNF510
ZNF789	ATP5J2
ZNF808	ZNF600
ZNF813	ZNF761
ZNF814	ZNF417
ZNF814	ZNF586
ZNF814	ZNF587
ZNF816-ZNF321P	ZNF816
ZNF833P	CTC-499B15.4
ZNF836	ZNF616
ZNF83	AC010487.1
ZNF83	TSPAN15
ZNF83	ZNF320
ZNF841	ZNF432
ZNF843	RP11-452L6.5
ZNF876P	RP11-1365D11.1
ZNF876P	ZNF732
ZNF880	ZNF528
ZNF880	ZNF610
ZNF8	ZNF544
ZNF91	AC092329.1
ZNF92	ZNF254
ZNF92	ZNF43
ZNRF2	NOD1
ZRANB1	RP11-298J20.4
ZRSR2	AP1S2
ZSCAN12P1	RP1-265C24.8
ZSCAN16	RP1-265C24.8
ZSCAN22	AC010642.1
ZSCAN2	SCAND2
ZYX	FAM131B
